c1,op12,c2,op23,c3,op34,c4,count
http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P1_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,51304
http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P48_has_preferred_identifier,http://erlangen-crm.org/current/E42_Identifier,48889
http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P48_has_preferred_identifier,http://erlangen-crm.org/current/E42_Identifier,48270
http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P131_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P106_is_composed_of,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,43922
http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P107i_is_current_or_former_member_of,http://erlangen-crm.org/current/E74_Group,43768
http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P107i_is_current_or_former_member_of,http://erlangen-crm.org/current/E74_Group,43356
http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P131_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P106_is_composed_of,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,42632
http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P98i_was_born,http://erlangen-crm.org/current/E67_Birth,41331
http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P98i_was_born,http://erlangen-crm.org/current/E67_Birth,41331
http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P98i_was_born,http://erlangen-crm.org/current/E67_Birth,http://erlangen-crm.org/current/P4_has_time-span,http://erlangen-crm.org/current/E52_Time-Span,41318
http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P98i_was_born,http://erlangen-crm.org/current/E67_Birth,http://erlangen-crm.org/current/P4_has_time-span,http://erlangen-crm.org/current/E52_Time-Span,41318
http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P100i_died_in,http://erlangen-crm.org/current/E69_Death,http://erlangen-crm.org/current/P4_has_time-span,http://erlangen-crm.org/current/E52_Time-Span,41310
http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P100i_died_in,http://erlangen-crm.org/current/E69_Death,41310
http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P100i_died_in,http://erlangen-crm.org/current/E69_Death,41310
http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P100i_died_in,http://erlangen-crm.org/current/E69_Death,http://erlangen-crm.org/current/P4_has_time-span,http://erlangen-crm.org/current/E52_Time-Span,41310
http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P98i_was_born,http://erlangen-crm.org/current/E67_Birth,http://erlangen-crm.org/current/P7_took_place_at,http://erlangen-crm.org/current/E53_Place,39202
http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P98i_was_born,http://erlangen-crm.org/current/E67_Birth,http://erlangen-crm.org/current/P7_took_place_at,http://erlangen-crm.org/current/E53_Place,39202
http://erlangen-crm.org/current/E38_Image,http://erlangen-crm.org/current/P138_represents,http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E39_Actor,36363
http://erlangen-crm.org/current/E38_Image,http://erlangen-crm.org/current/P138_represents,http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E21_Person,35668
http://erlangen-crm.org/current/E38_Image,http://erlangen-crm.org/current/P138_represents,http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P4_has_time-span,http://erlangen-crm.org/current/E52_Time-Span,30614
http://erlangen-crm.org/current/E38_Image,http://erlangen-crm.org/current/P138_represents,http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P33_used_specific_technique,http://erlangen-crm.org/current/E29_Design_or_Procedure,30614
http://erlangen-crm.org/current/E38_Image,http://erlangen-crm.org/current/P138_represents,http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P48_has_preferred_identifier,http://erlangen-crm.org/current/E42_Identifier,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,30614
http://erlangen-crm.org/current/E38_Image,http://erlangen-crm.org/current/P138_represents,http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P24i_changed_ownership_through,http://erlangen-crm.org/current/E8_Acquisition,http://erlangen-crm.org/current/P22_transferred_title_to,http://erlangen-crm.org/current/E40_Legal_Body,30176
http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P100i_died_in,http://erlangen-crm.org/current/E69_Death,http://erlangen-crm.org/current/P7_took_place_at,http://erlangen-crm.org/current/E53_Place,26970
http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P100i_died_in,http://erlangen-crm.org/current/E69_Death,http://erlangen-crm.org/current/P7_took_place_at,http://erlangen-crm.org/current/E53_Place,26970
http://erlangen-crm.org/current/E73_Information_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P43_has_dimension,http://erlangen-crm.org/current/E54_Dimension,http://erlangen-crm.org/current/P91_has_unit,http://erlangen-crm.org/current/E58_Measurement_Unit,15800
http://erlangen-crm.org/current/E73_Information_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P43_has_dimension,http://erlangen-crm.org/current/E54_Dimension,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,15800
http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P1_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P106_is_composed_of,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,15535
http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P1_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P106_is_composed_of,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,15445
http://erlangen-crm.org/current/E33_Linguistic_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P131_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P106_is_composed_of,http://erlangen-crm.org/current/E82_Actor_Appellation,11185
http://erlangen-crm.org/current/E33_Linguistic_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P131_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P106_is_composed_of,http://erlangen-crm.org/current/E82_Actor_Appellation,11175
http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E40_Legal_Body,http://erlangen-crm.org/current/P1_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,7306
http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E40_Legal_Body,http://erlangen-crm.org/current/P1_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P106_is_composed_of,http://erlangen-crm.org/current/E82_Actor_Appellation,7306
http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E40_Legal_Body,http://erlangen-crm.org/current/P1_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,7306
http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P98i_was_born,http://erlangen-crm.org/current/E67_Birth,http://erlangen-crm.org/current/P7_took_place_at,http://erlangen-crm.org/current/E53_Place,http://erlangen-crm.org/current/P87_is_identified_by,http://erlangen-crm.org/current/E48_Place_Name,6674
http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P98i_was_born,http://erlangen-crm.org/current/E67_Birth,http://erlangen-crm.org/current/P7_took_place_at,http://erlangen-crm.org/current/E53_Place,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,6674
http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P98i_was_born,http://erlangen-crm.org/current/E67_Birth,http://erlangen-crm.org/current/P7_took_place_at,http://erlangen-crm.org/current/E53_Place,http://erlangen-crm.org/current/P87_is_identified_by,http://erlangen-crm.org/current/E48_Place_Name,6596
http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P98i_was_born,http://erlangen-crm.org/current/E67_Birth,http://erlangen-crm.org/current/P7_took_place_at,http://erlangen-crm.org/current/E53_Place,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,6596
http://erlangen-crm.org/current/E33_Linguistic_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P1_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P106_is_composed_of,http://erlangen-crm.org/current/E82_Actor_Appellation,6428
http://erlangen-crm.org/current/E33_Linguistic_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P1_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P106_is_composed_of,http://erlangen-crm.org/current/E82_Actor_Appellation,6428
http://erlangen-crm.org/current/E33_Linguistic_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P131_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,5619
http://erlangen-crm.org/current/E33_Linguistic_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P131_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,5613
http://erlangen-crm.org/current/E38_Image,http://erlangen-crm.org/current/P138_represents,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P131_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P106_is_composed_of,http://erlangen-crm.org/current/E82_Actor_Appellation,4528
http://erlangen-crm.org/current/E38_Image,http://erlangen-crm.org/current/P138_represents,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P131_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P106_is_composed_of,http://erlangen-crm.org/current/E82_Actor_Appellation,4528
http://erlangen-crm.org/current/E73_Information_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E39_Actor,4171
http://erlangen-crm.org/current/E73_Information_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E21_Person,4131
http://erlangen-crm.org/current/E73_Information_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P33_used_specific_technique,http://erlangen-crm.org/current/E29_Design_or_Procedure,3910
http://erlangen-crm.org/current/E73_Information_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P4_has_time-span,http://erlangen-crm.org/current/E52_Time-Span,3910
http://erlangen-crm.org/current/E73_Information_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P48_has_preferred_identifier,http://erlangen-crm.org/current/E42_Identifier,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,3910
http://erlangen-crm.org/current/E73_Information_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P24i_changed_ownership_through,http://erlangen-crm.org/current/E8_Acquisition,http://erlangen-crm.org/current/P22_transferred_title_to,http://erlangen-crm.org/current/E40_Legal_Body,3909
http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P100i_died_in,http://erlangen-crm.org/current/E69_Death,http://erlangen-crm.org/current/P7_took_place_at,http://erlangen-crm.org/current/E53_Place,http://erlangen-crm.org/current/P87_is_identified_by,http://erlangen-crm.org/current/E48_Place_Name,3752
http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P100i_died_in,http://erlangen-crm.org/current/E69_Death,http://erlangen-crm.org/current/P7_took_place_at,http://erlangen-crm.org/current/E53_Place,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,3752
http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P100i_died_in,http://erlangen-crm.org/current/E69_Death,http://erlangen-crm.org/current/P7_took_place_at,http://erlangen-crm.org/current/E53_Place,http://erlangen-crm.org/current/P87_is_identified_by,http://erlangen-crm.org/current/E48_Place_Name,3689
http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P100i_died_in,http://erlangen-crm.org/current/E69_Death,http://erlangen-crm.org/current/P7_took_place_at,http://erlangen-crm.org/current/E53_Place,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,3689
http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E40_Legal_Body,http://erlangen-crm.org/current/P48_has_preferred_identifier,http://erlangen-crm.org/current/E42_Identifier,3653
http://erlangen-crm.org/current/E33_Linguistic_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P1_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,3226
http://erlangen-crm.org/current/E33_Linguistic_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P1_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,3226
http://erlangen-crm.org/current/E33_Linguistic_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P98i_was_born,http://erlangen-crm.org/current/E67_Birth,http://erlangen-crm.org/current/P4_has_time-span,http://erlangen-crm.org/current/E52_Time-Span,3205
http://erlangen-crm.org/current/E33_Linguistic_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P100i_died_in,http://erlangen-crm.org/current/E69_Death,http://erlangen-crm.org/current/P4_has_time-span,http://erlangen-crm.org/current/E52_Time-Span,3202
http://erlangen-crm.org/current/E33_Linguistic_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P100i_died_in,http://erlangen-crm.org/current/E69_Death,http://erlangen-crm.org/current/P4_has_time-span,http://erlangen-crm.org/current/E52_Time-Span,3200
http://erlangen-crm.org/current/E33_Linguistic_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P98i_was_born,http://erlangen-crm.org/current/E67_Birth,http://erlangen-crm.org/current/P4_has_time-span,http://erlangen-crm.org/current/E52_Time-Span,3200
http://erlangen-crm.org/current/E33_Linguistic_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P98i_was_born,http://erlangen-crm.org/current/E67_Birth,http://erlangen-crm.org/current/P7_took_place_at,http://erlangen-crm.org/current/E53_Place,3091
http://erlangen-crm.org/current/E33_Linguistic_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P98i_was_born,http://erlangen-crm.org/current/E67_Birth,http://erlangen-crm.org/current/P7_took_place_at,http://erlangen-crm.org/current/E53_Place,3089
http://erlangen-crm.org/current/E38_Image,http://erlangen-crm.org/current/P138_represents,http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E40_Legal_Body,2838
http://erlangen-crm.org/current/E38_Image,http://erlangen-crm.org/current/P138_represents,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P1_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P106_is_composed_of,http://erlangen-crm.org/current/E82_Actor_Appellation,2502
http://erlangen-crm.org/current/E38_Image,http://erlangen-crm.org/current/P138_represents,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P1_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P106_is_composed_of,http://erlangen-crm.org/current/E82_Actor_Appellation,2502
http://erlangen-crm.org/current/E38_Image,http://erlangen-crm.org/current/P138_represents,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P131_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,2270
http://erlangen-crm.org/current/E38_Image,http://erlangen-crm.org/current/P138_represents,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P131_is_identified_by,http://erlangen-crm.org/current/E82_Actor_Appellation,http://erlangen-crm.org/current/P2_has_type,http://erlangen-crm.org/current/E55_Type,2270
http://erlangen-crm.org/current/E33_Linguistic_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E21_Person,http://erlangen-crm.org/current/P100i_died_in,http://erlangen-crm.org/current/E69_Death,http://erlangen-crm.org/current/P7_took_place_at,http://erlangen-crm.org/current/E53_Place,2010
http://erlangen-crm.org/current/E33_Linguistic_Object,http://erlangen-crm.org/current/P129_is_about,http://erlangen-crm.org/current/E39_Actor,http://erlangen-crm.org/current/P100i_died_in,http://erlangen-crm.org/current/E69_Death,http://erlangen-crm.org/current/P7_took_place_at,http://erlangen-crm.org/current/E53_Place,2008
http://erlangen-crm.org/current/E22_Man-Made_Object,http://erlangen-crm.org/current/P108i_was_produced_by,http://erlangen-crm.org/current/E12_Production,http://erlangen-crm.org/current/P14_carried_out_by,http://erlangen-crm.org/current/E40_Legal_Body,http://erlangen-crm.org/current/P107i_is_current_or_former_member_of,http://erlangen-crm.org/current/E74_Group,1664
